,index,TotalByYearUSD,Group
8840,15243,25239,Group5
8841,15244,24000,Group5
8855,15266,17736,Group5
8856,15267,13701,Group5
8863,15280,24159,Group5
8864,15281,29528,Group5
8869,15291,12000,Group5
8872,15294,27286,Group5
8876,15299,25694,Group5
8884,15315,29742,Group5
8895,15337,17736,Group5
8896,15338,13416,Group5
8897,15339,11274,Group5
8907,15352,10204,Group5
8908,15353,23002,Group5
8911,15360,27286,Group5
8912,15361,23793,Group5
8916,15370,20927,Group5
8917,15371,22422,Group5
8920,15377,23379,Group5
8929,15392,20927,Group5
8930,15394,29018,Group5
8938,15406,28185,Group5
8946,15421,10494,Group5
8948,15426,19907,Group5
8951,15430,12274,Group5
8958,15439,16106,Group5
8959,15440,22539,Group5
8961,15445,20819,Group5
8972,15462,28828,Group5
8975,15466,18418,Group5
8985,15489,24557,Group5
8993,15510,25922,Group5
9003,15530,18790,Group5
9004,15531,18396,Group5
9005,15532,17658,Group5
9007,15537,20292,Group5
9011,15545,11622,Group5
9012,15546,18790,Group5
9016,15552,27286,Group5
9020,15559,13422,Group5
9021,15560,20464,Group5
9022,15561,11677,Group5
9025,15566,13605,Group5
9057,15617,27286,Group5
9062,15630,28329,Group5
9078,15654,15059,Group5
9090,15675,14425,Group5
9100,15687,27286,Group5
9104,15694,27286,Group5
9113,15706,26843,Group5
9114,15708,22738,Group5
9123,15731,28423,Group5
9126,15734,22321,Group5
9127,15735,22051,Group5
9129,15739,16106,Group5
9136,15753,26843,Group5
9141,15759,29528,Group5
9156,15784,14871,Group5
9165,15798,25280,Group5
9166,15799,27231,Group5
9167,15800,12885,Group5
9181,15831,12714,Group5
9187,15847,17054,Group5
9188,15849,15215,Group5
9189,15851,13085,Group5
9193,15856,19881,Group5
9194,15859,20464,Group5
9198,15865,22045,Group5
9200,15874,28185,Group5
9213,15896,22045,Group5
9216,15901,11408,Group5
9225,15919,14274,Group5
9226,15920,11161,Group5
9238,15938,27286,Group5
9247,15955,17973,Group5
9248,15959,12812,Group5
9251,15965,21475,Group5
9254,15972,13132,Group5
9260,15983,20132,Group5
9265,15990,19327,Group5
9270,15997,25004,Group5
9271,15999,21918,Group5
9276,16005,21938,Group5
9285,16024,19733,Group5
9286,16026,28549,Group5
9292,16033,24159,Group5
9298,16042,22727,Group5
9315,16070,21785,Group5
9322,16083,11719,Group5
9324,16089,11686,Group5
9333,16100,28991,Group5
9335,16105,12068,Group5
9336,16106,29950,Group5
9342,16120,26767,Group5
9343,16121,19927,Group5
9351,16133,13220,Group5
9359,16146,18939,Group5
9365,16156,10737,Group5
9368,16159,18286,Group5
9373,16166,26000,Group5
9374,16167,26767,Group5
9380,16176,23193,Group5
9382,16181,18964,Group5
9383,16184,27286,Group5
9384,16187,23583,Group5
9389,16192,19984,Group5
9397,16207,19218,Group5
9399,16210,24159,Group5
9401,16213,27109,Group5
9406,16219,16106,Group5
9410,16226,17736,Group5
9411,16227,26038,Group5
9412,16228,14629,Group5
9418,16239,25003,Group5
9430,16263,10400,Group5
9435,16273,12576,Group5
9445,16289,13643,Group5
9446,16290,17736,Group5
9447,16291,14764,Group5
9450,16295,26891,Group5
9453,16300,19195,Group5
9457,16308,28409,Group5
9463,16319,20683,Group5
9470,16328,11274,Group5
9474,16332,17210,Group5
9483,16354,17448,Group5
9485,16358,26470,Group5
9486,16359,20314,Group5
9487,16360,27286,Group5
9492,16367,10204,Group5
9493,16368,28600,Group5
9496,16372,12836,Group5
9498,16374,19200,Group5
9501,16379,27286,Group5
9513,16401,16263,Group5
9518,16406,20927,Group5
9519,16407,24686,Group5
9520,16408,27967,Group5
9522,16411,19032,Group5
9533,16425,26507,Group5
9541,16436,27286,Group5
9543,16439,20819,Group5
9548,16446,26325,Group5
9550,16450,13602,Group5
9554,16455,15489,Group5
9562,16468,27537,Group5
9565,16474,10737,Group5
9572,16486,28138,Group5
9573,16488,21624,Group5
9578,16501,12520,Group5
9579,16502,11631,Group5
9581,16505,24091,Group5
9582,16507,14248,Group5
9584,16510,19195,Group5
9594,16526,10756,Group5
9597,16529,12492,Group5
9615,16550,23875,Group5
9617,16553,18753,Group5
9620,16556,11832,Group5
9622,16558,16372,Group5
9630,16570,25166,Group5
9636,16585,26891,Group5
9644,16597,10469,Group5
9649,16606,16925,Group5
9650,16607,22738,Group5
9662,16633,12885,Group5
9666,16641,10066,Group5
9669,16644,20819,Group5
9675,16657,10819,Group5
9680,16664,10326,Group5
9683,16673,27422,Group5
9685,16675,22176,Group5
9689,16679,13958,Group5
9692,16682,25112,Group5
9693,16684,18806,Group5
9697,16688,14325,Group5
9705,16700,27286,Group5
9708,16704,21036,Group5
9713,16709,10756,Group5
9716,16712,28991,Group5
9724,16724,11079,Group5
9728,16734,17717,Group5
9736,16746,25233,Group5
9743,16756,18000,Group5
9744,16757,21513,Group5
9752,16780,29742,Group5
9754,16782,25625,Group5
9757,16785,14261,Group5
9758,16786,14400,Group5
9759,16787,16816,Group5
9764,16795,21239,Group5
9766,16798,12079,Group5
9779,16819,19629,Group5
9789,16834,10645,Group5
9791,16837,23664,Group5
9792,16838,16106,Group5
9807,16861,11897,Group5
9818,16877,10630,Group5
9833,16903,12960,Group5
9840,16916,17617,Group5
9842,16921,19461,Group5
9845,16927,15059,Group5
9846,16928,14871,Group5
9849,16931,11832,Group5
9855,16945,12908,Group5
9869,16971,20464,Group5
9879,16987,11596,Group5
9881,16991,18790,Group5
9886,17000,18414,Group5
9888,17003,27286,Group5
9890,17007,15343,Group5
9891,17008,19100,Group5
9892,17010,12007,Group5
9897,17018,20132,Group5
9903,17026,19218,Group5
9907,17034,13384,Group5
9908,17035,16998,Group5
9911,17039,17717,Group5
9914,17044,24000,Group5
9922,17056,15502,Group5
9923,17058,14173,Group5
9925,17062,23589,Group5
9929,17069,17741,Group5
9930,17070,14764,Group5
9931,17071,19332,Group5
9934,17076,27286,Group5
9935,17077,18071,Group5
9944,17092,14425,Group5
9952,17106,17736,Group5
9960,17122,10200,Group5
9977,17153,23875,Group5
9985,17165,18071,Group5
9988,17169,14780,Group5
9994,17175,26203,Group5
10003,17187,21829,Group5
10022,17215,13251,Group5
10028,17228,16045,Group5
10031,17233,25425,Group5
10044,17257,10595,Group5
10046,17266,29560,Group5
10049,17272,15059,Group5
10050,17273,28801,Group5
10051,17274,26843,Group5
10057,17290,22537,Group5
10061,17301,15704,Group5
10065,17306,25977,Group5
10069,17311,10089,Group5
10076,17322,20464,Group5
10077,17323,17411,Group5
10078,17328,13983,Group5
10084,17335,23193,Group5
10085,17336,13523,Group5
10092,17350,19800,Group5
10101,17369,15059,Group5
10109,17383,22839,Group5
10116,17391,20476,Group5
10117,17392,28171,Group5
10121,17399,13643,Group5
10123,17401,14495,Group5
10128,17411,20464,Group5
10129,17413,23793,Group5
10131,17415,10737,Group5
10148,17445,28998,Group5
10154,17454,19881,Group5
10156,17461,13643,Group5
10158,17469,11897,Group5
10159,17476,29332,Group5
10164,17487,17361,Group5
10166,17489,11274,Group5
10174,17505,22548,Group5
10184,17520,27286,Group5
10190,17529,20602,Group5
10194,17533,24137,Group5
10196,17535,19461,Group5
10202,17544,26472,Group5
10215,17569,27056,Group5
10220,17576,11022,Group5
10221,17577,24024,Group5
10236,17598,21033,Group5
10239,17605,25027,Group5
10242,17610,26194,Group5
10245,17617,22839,Group5
10256,17635,27286,Group5
10258,17638,19100,Group5
10262,17643,12885,Group5
10271,17657,10232,Group5
10287,17683,10089,Group5
10288,17684,24000,Group5
10292,17691,19931,Group5
10301,17703,17845,Group5
10302,17704,28519,Group5
10309,17717,18071,Group5
10310,17718,10925,Group5
10312,17722,17038,Group5
10313,17723,13643,Group5
10317,17729,11274,Group5
10318,17730,12276,Group5
10326,17745,17503,Group5
10336,17762,27286,Group5
10341,17771,23920,Group5
10345,17785,23193,Group5
10355,17800,27286,Group5
10359,17804,17448,Group5
10360,17805,11897,Group5
10362,17809,21601,Group5
10366,17825,12908,Group5
10372,17835,12537,Group5
10375,17841,11284,Group5
10382,17856,25076,Group5
10391,17869,19100,Group5
10401,17892,24732,Group5
10409,17904,22713,Group5
10411,17906,16106,Group5
10413,17908,16106,Group5
10417,17913,21829,Group5
10424,17924,10410,Group5
10430,17933,25694,Group5
10431,17937,12279,Group5
10434,17940,13302,Group5
10440,17949,24557,Group5
10441,17950,18790,Group5
10452,17975,15192,Group5
10458,17984,24000,Group5
10459,17985,25501,Group5
10465,17993,21513,Group5
10479,18014,20007,Group5
10480,18015,19218,Group5
10489,18032,14784,Group5
10502,18059,23664,Group5
10507,18065,17985,Group5
10508,18067,24740,Group5
10510,18069,14173,Group5
10511,18070,15059,Group5
10514,18074,14734,Group5
10519,18084,14462,Group5
10526,18092,13643,Group5
10532,18099,16961,Group5
10543,18119,16228,Group5
10548,18126,15515,Group5
10549,18129,12369,Group5
10556,18141,18886,Group5
10557,18142,26843,Group5
10561,18149,15059,Group5
10564,18157,16768,Group5
10569,18169,28650,Group5
10572,18173,27854,Group5
10575,18176,29528,Group5
10578,18179,25012,Group5
10582,18184,12000,Group5
10584,18186,25576,Group5
10587,18190,23013,Group5
10588,18191,28138,Group5
10593,18198,24159,Group5
10599,18206,21665,Group5
10601,18208,13983,Group5
10602,18209,21475,Group5
10604,18216,28423,Group5
10614,18231,18886,Group5
10626,18251,24034,Group5
10628,18253,20464,Group5
10630,18255,11088,Group5
10639,18272,27422,Group5
10641,18275,20464,Group5
10642,18276,23793,Group5
10644,18279,17736,Group5
10648,18284,22738,Group5
10650,18286,28828,Group5
10654,18296,26843,Group5
10657,18300,19100,Group5
10664,18309,17535,Group5
10676,18324,16372,Group5
10678,18327,22817,Group5
10681,18330,14784,Group5
10683,18334,29560,Group5
10693,18347,12812,Group5
10699,18360,21785,Group5
10700,18361,28227,Group5
10703,18364,21256,Group5
10707,18371,24557,Group5
10715,18385,17448,Group5
10716,18386,14764,Group5
10718,18388,14764,Group5
10721,18391,11701,Group5
10727,18399,20820,Group5
10728,18400,16372,Group5
10731,18407,10914,Group5
10734,18410,15301,Group5
10737,18418,11397,Group5
10741,18422,28171,Group5
10745,18433,17396,Group5
10746,18434,18790,Group5
10751,18441,27693,Group5
10753,18445,26441,Group5
10756,18451,24557,Group5
10758,18457,25200,Group5
10760,18459,19100,Group5
10761,18461,12800,Group5
10765,18467,25501,Group5
10771,18476,10737,Group5
10773,18478,10756,Group5
10776,18481,14808,Group5
10788,18506,16015,Group5
10795,18516,12549,Group5
10796,18517,24557,Group5
10800,18526,13951,Group5
10801,18528,27056,Group5
10805,18533,13422,Group5
10806,18535,16106,Group5
10807,18536,24023,Group5
10808,18538,20698,Group5
10810,18541,22306,Group5
10820,18561,14167,Group5
10827,18577,12079,Group5
10833,18591,19461,Group5
10837,18600,14539,Group5
10843,18609,17054,Group5
10845,18613,14871,Group5
10850,18618,24159,Group5
10853,18624,25001,Group5
10860,18636,24557,Group5
10864,18643,18057,Group5
10867,18646,28549,Group5
10868,18647,10066,Group5
10877,18665,17134,Group5
10888,18686,11274,Group5
10898,18700,21475,Group5
10899,18705,10066,Group5
10902,18710,12279,Group5
10903,18711,20692,Group5
10904,18713,10884,Group5
10912,18729,25800,Group5
10915,18736,12000,Group5
10917,18742,27286,Group5
10929,18766,12000,Group5
10937,18780,11686,Group5
10940,18788,11843,Group5
10941,18789,21829,Group5
10946,18798,11532,Group5
10955,18812,10707,Group5
10956,18816,24023,Group5
10959,18819,24537,Group5
10965,18830,21600,Group5
10971,18839,16917,Group5
10975,18847,10463,Group5
10980,18856,10756,Group5
10985,18864,26843,Group5
10999,18885,27721,Group5
11004,18897,12038,Group5
11014,18912,29551,Group5
11020,18925,27286,Group5
11033,18945,18636,Group5
11041,18955,24000,Group5
11068,19006,22539,Group5
11070,19008,12348,Group5
11072,19010,25922,Group5
11082,19027,20938,Group5
11087,19036,11064,Group5
11096,19052,13422,Group5
11102,19063,21513,Group5
11107,19072,24245,Group5
11113,19080,12079,Group5
11116,19086,23019,Group5
11120,19094,17210,Group5
11125,19105,14024,Group5
11164,19162,13261,Group5
11166,19164,15026,Group5
11174,19173,11824,Group5
11176,19176,21513,Group5
11181,19188,15582,Group5
11184,19192,23193,Group5
11187,19197,12419,Group5
11188,19199,11022,Group5
11197,19215,21363,Group5
11201,19223,11940,Group5
11203,19226,18000,Group5
11206,19230,13086,Group5
11207,19235,11617,Group5
11214,19247,12751,Group5
11229,19279,12047,Group5
11238,19292,23733,Group5
11241,19298,23664,Group5
11251,19317,22051,Group5
11258,19334,12419,Group5
11262,19340,15681,Group5
11267,19349,16496,Group5
11271,19355,14764,Group5
11274,19359,10326,Group5
11275,19362,13338,Group5
11282,19378,24680,Group5
11283,19379,22817,Group5
11286,19390,30000,Group5
11288,19392,24159,Group5
11300,19418,15600,Group5
11302,19421,22788,Group5
11311,19444,20281,Group5
11312,19445,10884,Group5
11317,19453,11686,Group5
11320,19458,20464,Group5
11325,19469,20464,Group5
11330,19477,14608,Group5
11332,19479,10824,Group5
11339,19499,24687,Group5
11356,19522,22738,Group5
11358,19525,12079,Group5
11373,19559,28171,Group5
11374,19560,14000,Group5
11375,19562,20464,Group5
11381,19570,22138,Group5
11389,19587,16381,Group5
11392,19590,19218,Group5
11404,19608,23793,Group5
11407,19611,17054,Group5
11413,19621,13947,Group5
11428,19651,21513,Group5
11438,19668,17863,Group5
11442,19674,17210,Group5
11446,19684,15326,Group5
11449,19688,11827,Group5
11460,19712,11720,Group5
11462,19721,10737,Group5
11480,19755,25809,Group5
11484,19764,20000,Group5
11492,19775,27286,Group5
11498,19783,19332,Group5
11503,19793,12885,Group5
11507,19801,16966,Group5
11512,19807,26425,Group5
11517,19816,14400,Group5
11518,19818,11701,Group5
11520,19821,16015,Group5
11525,19832,26843,Group5
11533,19846,15059,Group5
11546,19872,11596,Group5
11549,19875,18790,Group5
11550,19876,15646,Group5
11562,19897,18286,Group5
11565,19902,12000,Group5
11570,19913,26767,Group5
11576,19924,17054,Group5
11579,19929,18000,Group5
11581,19932,18000,Group5
11582,19933,15068,Group5
11583,19934,16135,Group5
11585,19936,18924,Group5
11587,19940,13277,Group5
11588,19941,10800,Group5
11591,19946,12172,Group5
11599,19958,27967,Group5
11600,19960,11832,Group5
11604,19973,24159,Group5
11606,19975,24847,Group5
11607,19977,10089,Group5
11616,19994,16106,Group5
11618,19997,16135,Group5
11653,20063,10819,Group5
11656,20070,18000,Group5
11666,20085,24414,Group5
11669,20091,14626,Group5
11672,20097,20464,Group5
11674,20099,16945,Group5
11681,20117,24159,Group5
11688,20126,11470,Group5
11696,20137,25815,Group5
11699,20141,25012,Group5
11702,20148,19218,Group5
11703,20149,12812,Group5
11717,20176,18286,Group5
11725,20186,20853,Group5
11741,20216,13643,Group5
11754,20235,18200,Group5
11755,20236,21600,Group5
11765,20259,20132,Group5
11771,20271,23401,Group5
11785,20302,11088,Group5
11786,20304,28185,Group5
11788,20306,23603,Group5
11793,20315,21513,Group5
11794,20318,25000,Group5
11799,20325,24159,Group5
11802,20328,20437,Group5
11806,20335,14812,Group5
11807,20336,19014,Group5
11812,20343,15007,Group5
11815,20348,27902,Group5
11817,20356,12905,Group5
11825,20369,21829,Group5
11827,20372,20464,Group5
11833,20382,17439,Group5
11835,20386,16106,Group5
11836,20387,29569,Group5
11846,20402,14752,Group5
11851,20408,19362,Group5
11867,20431,23603,Group5
11870,20436,12000,Group5
11871,20439,16925,Group5
11895,20484,22839,Group5
11904,20499,28800,Group5
11906,20502,16015,Group5
11919,20522,13608,Group5
11924,20530,10756,Group5
11935,20547,17641,Group5
11948,20569,25354,Group5
11954,20587,16372,Group5
11963,20600,19100,Group5
11978,20634,11144,Group5
11981,20637,27286,Group5
11982,20639,26317,Group5
11991,20658,11701,Group5
11997,20666,12000,Group5
12001,20674,12000,Group5
12009,20688,26145,Group5
12014,20696,15595,Group5
12023,20707,19362,Group5
12027,20716,12578,Group5
12032,20723,28254,Group5
12038,20735,14112,Group5
12049,20747,27902,Group5
12050,20748,16135,Group5
12051,20749,14876,Group5
12052,20750,18191,Group5
12069,20776,17448,Group5
12072,20781,24159,Group5
12073,20782,20804,Group5
12079,20789,22839,Group5
12080,20790,21513,Group5
12087,20804,29252,Group5
12091,20808,21600,Group5
12096,20816,20400,Group5
12099,20821,23373,Group5
12101,20826,17439,Group5
12110,20841,19362,Group5
12112,20846,25922,Group5
12113,20847,11212,Group5
12115,20850,14752,Group5
12122,20864,23664,Group5
12125,20873,28264,Group5
12146,20911,29504,Group5
12151,20918,16693,Group5
12167,20944,13422,Group5
12192,20986,30000,Group5
12198,21000,25726,Group5
12199,21002,21128,Group5
12209,21017,25815,Group5
12214,21025,19896,Group5
12220,21038,16372,Group5
12221,21040,24687,Group5
12225,21046,19362,Group5
12227,21048,30000,Group5
12258,21099,24571,Group5
12260,21102,14414,Group5
12267,21117,20464,Group5
12268,21118,14400,Group5
12273,21127,21513,Group5
12275,21129,13771,Group5
12284,21144,25815,Group5
12286,21146,15326,Group5
12296,21167,10518,Group5
12306,21186,30000,Group5
12309,21195,16106,Group5
12315,21202,17210,Group5
12322,21212,19362,Group5
12333,21232,17530,Group5
12336,21238,29528,Group5
12339,21246,20000,Group5
12344,21262,10431,Group5
12345,21263,27056,Group5
12373,21313,10809,Group5
12376,21317,10884,Group5
12385,21330,28800,Group5
12387,21336,18698,Group5
12404,21365,14626,Group5
12406,21367,28171,Group5
12410,21372,21513,Group5
12415,21387,18031,Group5
12419,21391,17530,Group5
12427,21401,29078,Group5
12428,21402,10400,Group5
12430,21405,11686,Group5
12436,21415,12000,Group5
12445,21433,18372,Group5
12450,21440,10819,Group5
12451,21441,10756,Group5
12452,21444,14626,Group5
12456,21456,13643,Group5
12462,21468,20010,Group5
12469,21480,29677,Group5
12471,21482,17551,Group5
12473,21485,17210,Group5
12480,21496,21035,Group5
12481,21497,26327,Group5
12486,21508,20000,Group5
12491,21515,21513,Group5
12507,21542,13983,Group5
12508,21544,28423,Group5
12512,21551,12908,Group5
12514,21559,16214,Group5
12517,21563,20464,Group5
12524,21576,21198,Group5
12532,21592,12271,Group5
12540,21606,18286,Group5
12541,21607,22322,Group5
12545,21612,23664,Group5
12552,21624,23193,Group5
12569,21657,17857,Group5
12586,21689,22000,Group5
12594,21703,19629,Group5
12595,21709,16381,Group5
12597,21712,19362,Group5
12605,21724,28423,Group5
12613,21735,13643,Group5
12618,21746,12908,Group5
12627,21760,12908,Group5
12632,21766,17617,Group5
12645,21798,16935,Group5
12657,21820,10914,Group5
12660,21826,12000,Group5
12669,21842,13422,Group5
12674,21853,28329,Group5
12686,21876,16135,Group5
12703,21915,19483,Group5
12706,21918,10929,Group5
12708,21922,17210,Group5
12710,21925,12908,Group5
12714,21932,27214,Group5
